.id,data,data_dados,origVars,origType,sex,ageGrpLower,ageGrpUpper,region,symptoms,other,value
63,28-04-2020,28-04-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,5
64,29-04-2020,29-04-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,5
65,30-04-2020,30-04-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,5
66,01-05-2020,01-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,5
67,02-05-2020,02-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,5
68,03-05-2020,03-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,5
69,04-05-2020,04-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,5
70,05-05-2020,05-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,5
71,06-05-2020,06-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,5
72,07-05-2020,07-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,5
73,08-05-2020,08-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,5
74,09-05-2020,09-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
75,10-05-2020,10-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
76,11-05-2020,11-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
77,12-05-2020,12-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
78,13-05-2020,13-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
79,14-05-2020,14-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
80,15-05-2020,15-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
81,16-05-2020,16-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
82,17-05-2020,17-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
83,18-05-2020,18-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
84,19-05-2020,19-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
85,20-05-2020,20-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
86,21-05-2020,21-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
87,22-05-2020,22-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
88,23-05-2020,23-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
89,24-05-2020,24-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
90,25-05-2020,25-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
91,26-05-2020,26-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
92,27-05-2020,27-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
93,28-05-2020,28-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
94,29-05-2020,29-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
95,30-05-2020,30-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
96,31-05-2020,31-05-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
97,01-06-2020,01-06-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,6
98,02-06-2020,02-06-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,7
99,03-06-2020,03-06-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,7
100,04-06-2020,04-06-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,7
101,05-06-2020,05-06-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,7
102,06-06-2020,06-06-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,7
103,07-06-2020,07-06-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,7
104,08-06-2020,08-06-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,7
105,09-06-2020,09-06-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,7
106,10-06-2020,10-06-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,7
107,11-06-2020,11-06-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,7
108,12-06-2020,12-06-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,7
109,13-06-2020,13-06-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,7
110,14-06-2020,14-06-2020 00:00,obitos_40_49_f,obitos,F,40,49,Portugal,,,7
1,26-02-2020,26-02-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
2,27-02-2020,27-02-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
3,28-02-2020,28-02-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
4,29-02-2020,29-02-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
5,01-03-2020,01-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
6,02-03-2020,02-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
7,03-03-2020,03-03-2020 16:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
8,04-03-2020,04-03-2020 17:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
9,05-03-2020,05-03-2020 17:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
10,06-03-2020,06-03-2020 17:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
11,07-03-2020,07-03-2020 17:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
12,08-03-2020,08-03-2020 17:30,obitos_40_49_m,obitos,M,40,49,Portugal,,,
13,09-03-2020,09-03-2020 18:45,obitos_40_49_m,obitos,M,40,49,Portugal,,,
14,10-03-2020,10-03-2020 10:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
15,11-03-2020,11-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
16,12-03-2020,12-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
17,13-03-2020,13-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
18,14-03-2020,14-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
19,15-03-2020,15-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
20,16-03-2020,16-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
21,17-03-2020,17-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
22,18-03-2020,18-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
23,19-03-2020,19-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
24,20-03-2020,20-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
25,21-03-2020,21-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
26,22-03-2020,22-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
27,23-03-2020,23-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,
28,24-03-2020,24-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,0
29,25-03-2020,25-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,0
30,26-03-2020,26-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,0
31,27-03-2020,27-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,0
32,28-03-2020,28-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,0
33,29-03-2020,29-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,0
34,30-03-2020,30-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,0
35,31-03-2020,31-03-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,0
36,01-04-2020,01-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,0
37,02-04-2020,02-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,0
38,03-04-2020,03-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,0
39,04-04-2020,04-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,1
40,05-04-2020,05-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,1
41,06-04-2020,06-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,1
42,07-04-2020,07-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,1
43,08-04-2020,08-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,1
44,09-04-2020,09-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,1
45,10-04-2020,10-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,1
46,11-04-2020,11-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,1
47,12-04-2020,12-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,1
48,13-04-2020,13-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,1
49,14-04-2020,14-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,2
50,15-04-2020,15-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,2
51,16-04-2020,16-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,3
52,17-04-2020,17-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,3
53,18-04-2020,18-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,3
54,19-04-2020,19-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,3
55,20-04-2020,20-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,3
56,21-04-2020,21-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,4
57,22-04-2020,22-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,4
58,23-04-2020,23-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,4
59,24-04-2020,24-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,4
60,25-04-2020,25-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
61,26-04-2020,26-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
62,27-04-2020,27-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
63,28-04-2020,28-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
64,29-04-2020,29-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
65,30-04-2020,30-04-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
66,01-05-2020,01-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
67,02-05-2020,02-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
68,03-05-2020,03-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
69,04-05-2020,04-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
70,05-05-2020,05-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
71,06-05-2020,06-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
72,07-05-2020,07-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
73,08-05-2020,08-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
74,09-05-2020,09-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
75,10-05-2020,10-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
76,11-05-2020,11-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,5
77,12-05-2020,12-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,6
78,13-05-2020,13-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,6
79,14-05-2020,14-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,7
80,15-05-2020,15-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,7
81,16-05-2020,16-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,7
82,17-05-2020,17-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,7
83,18-05-2020,18-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,7
84,19-05-2020,19-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,7
85,20-05-2020,20-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,7
86,21-05-2020,21-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,7
87,22-05-2020,22-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,9
88,23-05-2020,23-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,9
89,24-05-2020,24-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,9
90,25-05-2020,25-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,9
91,26-05-2020,26-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,9
92,27-05-2020,27-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,9
93,28-05-2020,28-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,9
94,29-05-2020,29-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,9
95,30-05-2020,30-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,9
96,31-05-2020,31-05-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,9
97,01-06-2020,01-06-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,10
98,02-06-2020,02-06-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,10
99,03-06-2020,03-06-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,10
100,04-06-2020,04-06-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,10
101,05-06-2020,05-06-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,10
102,06-06-2020,06-06-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,10
103,07-06-2020,07-06-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,10
104,08-06-2020,08-06-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,10
105,09-06-2020,09-06-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,10
106,10-06-2020,10-06-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,10
107,11-06-2020,11-06-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,10
108,12-06-2020,12-06-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,10
109,13-06-2020,13-06-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,10
110,14-06-2020,14-06-2020 00:00,obitos_40_49_m,obitos,M,40,49,Portugal,,,10
1,26-02-2020,26-02-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
2,27-02-2020,27-02-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
3,28-02-2020,28-02-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
4,29-02-2020,29-02-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
5,01-03-2020,01-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
6,02-03-2020,02-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
7,03-03-2020,03-03-2020 16:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
8,04-03-2020,04-03-2020 17:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
9,05-03-2020,05-03-2020 17:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
10,06-03-2020,06-03-2020 17:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
11,07-03-2020,07-03-2020 17:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
12,08-03-2020,08-03-2020 17:30,obitos_50_59_f,obitos,F,50,59,Portugal,,,
13,09-03-2020,09-03-2020 18:45,obitos_50_59_f,obitos,F,50,59,Portugal,,,
14,10-03-2020,10-03-2020 10:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
15,11-03-2020,11-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
16,12-03-2020,12-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
17,13-03-2020,13-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
18,14-03-2020,14-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
19,15-03-2020,15-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
20,16-03-2020,16-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
21,17-03-2020,17-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
22,18-03-2020,18-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
23,19-03-2020,19-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
24,20-03-2020,20-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
25,21-03-2020,21-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
26,22-03-2020,22-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
27,23-03-2020,23-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,
28,24-03-2020,24-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,1
29,25-03-2020,25-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,1
30,26-03-2020,26-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,1
31,27-03-2020,27-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,1
32,28-03-2020,28-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,1
33,29-03-2020,29-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,1
34,30-03-2020,30-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,1
35,31-03-2020,31-03-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,1
36,01-04-2020,01-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,1
37,02-04-2020,02-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,2
38,03-04-2020,03-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,2
39,04-04-2020,04-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,2
40,05-04-2020,05-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,2
41,06-04-2020,06-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,2
42,07-04-2020,07-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,2
43,08-04-2020,08-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,2
44,09-04-2020,09-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,2
45,10-04-2020,10-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,2
46,11-04-2020,11-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,3
47,12-04-2020,12-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,3
48,13-04-2020,13-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,4
49,14-04-2020,14-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,5
50,15-04-2020,15-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,5
51,16-04-2020,16-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,5
52,17-04-2020,17-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,5
53,18-04-2020,18-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,5
54,19-04-2020,19-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,5
55,20-04-2020,20-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,5
56,21-04-2020,21-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,5
57,22-04-2020,22-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,5
58,23-04-2020,23-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,5
59,24-04-2020,24-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,5
60,25-04-2020,25-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,6
61,26-04-2020,26-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,6
62,27-04-2020,27-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,6
63,28-04-2020,28-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,7
64,29-04-2020,29-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,7
65,30-04-2020,30-04-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,8
66,01-05-2020,01-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,9
67,02-05-2020,02-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,9
68,03-05-2020,03-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,9
69,04-05-2020,04-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,9
70,05-05-2020,05-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,9
71,06-05-2020,06-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,9
72,07-05-2020,07-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,9
73,08-05-2020,08-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,9
74,09-05-2020,09-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,9
75,10-05-2020,10-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,9
76,11-05-2020,11-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,9
77,12-05-2020,12-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,10
78,13-05-2020,13-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,10
79,14-05-2020,14-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,11
80,15-05-2020,15-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,12
81,16-05-2020,16-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,12
82,17-05-2020,17-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,12
83,18-05-2020,18-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,12
84,19-05-2020,19-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,12
85,20-05-2020,20-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,12
86,21-05-2020,21-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,12
87,22-05-2020,22-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,12
88,23-05-2020,23-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,12
89,24-05-2020,24-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,12
90,25-05-2020,25-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,13
91,26-05-2020,26-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,13
92,27-05-2020,27-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,13
93,28-05-2020,28-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,13
94,29-05-2020,29-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,13
95,30-05-2020,30-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,14
96,31-05-2020,31-05-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,14
97,01-06-2020,01-06-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,14
98,02-06-2020,02-06-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,15
99,03-06-2020,03-06-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,15
100,04-06-2020,04-06-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,15
101,05-06-2020,05-06-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,15
102,06-06-2020,06-06-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,15
103,07-06-2020,07-06-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,15
104,08-06-2020,08-06-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,15
105,09-06-2020,09-06-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,15
106,10-06-2020,10-06-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,15
107,11-06-2020,11-06-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,15
108,12-06-2020,12-06-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,15
109,13-06-2020,13-06-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,15
110,14-06-2020,14-06-2020 00:00,obitos_50_59_f,obitos,F,50,59,Portugal,,,15
1,26-02-2020,26-02-2020 00:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
2,27-02-2020,27-02-2020 00:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
3,28-02-2020,28-02-2020 00:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
4,29-02-2020,29-02-2020 00:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
5,01-03-2020,01-03-2020 00:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
6,02-03-2020,02-03-2020 00:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
7,03-03-2020,03-03-2020 16:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
8,04-03-2020,04-03-2020 17:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
9,05-03-2020,05-03-2020 17:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
10,06-03-2020,06-03-2020 17:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
11,07-03-2020,07-03-2020 17:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
12,08-03-2020,08-03-2020 17:30,obitos_50_59_m,obitos,M,50,59,Portugal,,,
13,09-03-2020,09-03-2020 18:45,obitos_50_59_m,obitos,M,50,59,Portugal,,,
14,10-03-2020,10-03-2020 10:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
15,11-03-2020,11-03-2020 00:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
16,12-03-2020,12-03-2020 00:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
17,13-03-2020,13-03-2020 00:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
18,14-03-2020,14-03-2020 00:00,obitos_50_59_m,obitos,M,50,59,Portugal,,,
