.id,data,data_dados,origVars,origType,sex,ageGrpLower,ageGrpUpper,region,symptoms,other,value
1,26-02-2020,26-02-2020 00:00,confirmados,confirmados,All,,,Portugal,,,0
2,27-02-2020,27-02-2020 00:00,confirmados,confirmados,All,,,Portugal,,,0
3,28-02-2020,28-02-2020 00:00,confirmados,confirmados,All,,,Portugal,,,0
4,29-02-2020,29-02-2020 00:00,confirmados,confirmados,All,,,Portugal,,,0
5,01-03-2020,01-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,0
6,02-03-2020,02-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,2
7,03-03-2020,03-03-2020 16:00,confirmados,confirmados,All,,,Portugal,,,4
8,04-03-2020,04-03-2020 17:00,confirmados,confirmados,All,,,Portugal,,,6
9,05-03-2020,05-03-2020 17:00,confirmados,confirmados,All,,,Portugal,,,9
10,06-03-2020,06-03-2020 17:00,confirmados,confirmados,All,,,Portugal,,,13
11,07-03-2020,07-03-2020 17:00,confirmados,confirmados,All,,,Portugal,,,21
12,08-03-2020,08-03-2020 17:30,confirmados,confirmados,All,,,Portugal,,,30
13,09-03-2020,09-03-2020 18:45,confirmados,confirmados,All,,,Portugal,,,39
14,10-03-2020,10-03-2020 10:00,confirmados,confirmados,All,,,Portugal,,,41
15,11-03-2020,11-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,59
16,12-03-2020,12-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,78
17,13-03-2020,13-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,112
18,14-03-2020,14-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,169
19,15-03-2020,15-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,245
20,16-03-2020,16-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,331
21,17-03-2020,17-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,448
22,18-03-2020,18-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,642
23,19-03-2020,19-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,785
24,20-03-2020,20-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,1020
25,21-03-2020,21-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,1280
26,22-03-2020,22-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,1600
27,23-03-2020,23-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,2060
28,24-03-2020,24-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,2362
29,25-03-2020,25-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,2995
30,26-03-2020,26-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,3544
31,27-03-2020,27-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,4268
32,28-03-2020,28-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,5170
33,29-03-2020,29-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,5962
34,30-03-2020,30-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,6408
35,31-03-2020,31-03-2020 00:00,confirmados,confirmados,All,,,Portugal,,,7443
36,01-04-2020,01-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,8251
37,02-04-2020,02-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,9034
38,03-04-2020,03-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,9886
39,04-04-2020,04-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,10524
40,05-04-2020,05-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,11278
41,06-04-2020,06-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,11730
42,07-04-2020,07-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,12442
43,08-04-2020,08-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,13141
44,09-04-2020,09-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,13956
45,10-04-2020,10-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,15472
46,11-04-2020,11-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,15987
47,12-04-2020,12-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,16585
48,13-04-2020,13-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,16934
49,14-04-2020,14-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,17448
50,15-04-2020,15-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,18091
51,16-04-2020,16-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,18841
52,17-04-2020,17-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,19022
53,18-04-2020,18-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,19685
54,19-04-2020,19-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,20206
55,20-04-2020,20-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,20863
56,21-04-2020,21-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,21379
57,22-04-2020,22-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,21982
58,23-04-2020,23-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,22353
59,24-04-2020,24-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,22797
60,25-04-2020,25-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,23271
61,26-04-2020,26-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,23683
62,27-04-2020,27-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,23846
63,28-04-2020,28-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,24141
64,29-04-2020,29-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,24324
65,30-04-2020,30-04-2020 00:00,confirmados,confirmados,All,,,Portugal,,,24692
66,01-05-2020,01-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,24987
67,02-05-2020,02-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,25190
68,03-05-2020,03-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,25282
69,04-05-2020,04-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,25524
70,05-05-2020,05-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,25702
71,06-05-2020,06-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,26182
72,07-05-2020,07-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,26715
73,08-05-2020,08-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,27268
74,09-05-2020,09-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,27406
75,10-05-2020,10-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,27581
76,11-05-2020,11-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,27679
77,12-05-2020,12-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,27913
78,13-05-2020,13-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,28132
79,14-05-2020,14-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,28319
80,15-05-2020,15-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,28583
81,16-05-2020,16-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,28810
82,17-05-2020,17-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,29036
83,18-05-2020,18-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,29209
84,19-05-2020,19-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,29432
85,20-05-2020,20-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,29660
86,21-05-2020,21-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,29912
87,22-05-2020,22-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,30200
88,23-05-2020,23-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,30471
89,24-05-2020,24-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,30623
90,25-05-2020,25-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,30788
91,26-05-2020,26-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,31007
92,27-05-2020,27-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,31292
93,28-05-2020,28-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,31596
94,29-05-2020,29-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,31946
95,30-05-2020,30-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,32203
96,31-05-2020,31-05-2020 00:00,confirmados,confirmados,All,,,Portugal,,,32500
97,01-06-2020,01-06-2020 00:00,confirmados,confirmados,All,,,Portugal,,,32700
98,02-06-2020,02-06-2020 00:00,confirmados,confirmados,All,,,Portugal,,,32895
99,03-06-2020,03-06-2020 00:00,confirmados,confirmados,All,,,Portugal,,,33261
100,04-06-2020,04-06-2020 00:00,confirmados,confirmados,All,,,Portugal,,,33592
101,05-06-2020,05-06-2020 00:00,confirmados,confirmados,All,,,Portugal,,,33969
102,06-06-2020,06-06-2020 00:00,confirmados,confirmados,All,,,Portugal,,,34351
103,07-06-2020,07-06-2020 00:00,confirmados,confirmados,All,,,Portugal,,,34693
104,08-06-2020,08-06-2020 00:00,confirmados,confirmados,All,,,Portugal,,,34885
105,09-06-2020,09-06-2020 00:00,confirmados,confirmados,All,,,Portugal,,,35306
106,10-06-2020,10-06-2020 00:00,confirmados,confirmados,All,,,Portugal,,,35600
107,11-06-2020,11-06-2020 00:00,confirmados,confirmados,All,,,Portugal,,,35910
108,12-06-2020,12-06-2020 00:00,confirmados,confirmados,All,,,Portugal,,,36180
109,13-06-2020,13-06-2020 00:00,confirmados,confirmados,All,,,Portugal,,,36463
110,14-06-2020,14-06-2020 00:00,confirmados,confirmados,All,,,Portugal,,,36690
1,26-02-2020,26-02-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,0
2,27-02-2020,27-02-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,0
3,28-02-2020,28-02-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,0
4,29-02-2020,29-02-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,0
5,01-03-2020,01-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,0
6,02-03-2020,02-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,2
7,03-03-2020,03-03-2020 16:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,2
8,04-03-2020,04-03-2020 17:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,3
9,05-03-2020,05-03-2020 17:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,5
10,06-03-2020,06-03-2020 17:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,8
11,07-03-2020,07-03-2020 17:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,15
12,08-03-2020,08-03-2020 17:30,confirmados_arsnorte,confirmados,All,,,arsnorte,,,22
13,09-03-2020,09-03-2020 18:45,confirmados_arsnorte,confirmados,All,,,arsnorte,,,27
14,10-03-2020,10-03-2020 10:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,27
15,11-03-2020,11-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,36
16,12-03-2020,12-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,44
17,13-03-2020,13-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,53
18,14-03-2020,14-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,77
19,15-03-2020,15-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,103
20,16-03-2020,16-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,138
21,17-03-2020,17-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,196
22,18-03-2020,18-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,289
23,19-03-2020,19-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,381
24,20-03-2020,20-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,506
25,21-03-2020,21-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,644
26,22-03-2020,22-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,825
27,23-03-2020,23-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,1007
28,24-03-2020,24-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,1130
29,25-03-2020,25-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,1517
30,26-03-2020,26-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,1858
31,27-03-2020,27-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,2443
32,28-03-2020,28-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,3035
33,29-03-2020,29-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,3550
34,30-03-2020,30-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,3801
35,31-03-2020,31-03-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,4452
36,01-04-2020,01-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,4910
37,02-04-2020,02-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,5338
38,03-04-2020,03-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,5899
39,04-04-2020,04-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,6280
40,05-04-2020,05-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,6530
41,06-04-2020,06-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,6706
42,07-04-2020,07-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,7052
43,08-04-2020,08-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,7386
44,09-04-2020,09-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,8102
45,10-04-2020,10-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,8897
46,11-04-2020,11-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,9264
47,12-04-2020,12-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,9747
48,13-04-2020,13-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,9984
49,14-04-2020,14-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,10302
50,15-04-2020,15-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,10751
51,16-04-2020,16-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,11237
52,17-04-2020,17-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,11324
53,18-04-2020,18-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,11762
54,19-04-2020,19-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,12148
55,20-04-2020,20-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,12543
56,21-04-2020,21-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,12806
57,22-04-2020,22-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,13150
58,23-04-2020,23-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,13382
59,24-04-2020,24-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,13707
60,25-04-2020,25-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,13951
61,26-04-2020,26-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,14205
62,27-04-2020,27-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,14315
63,28-04-2020,28-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,14521
64,29-04-2020,29-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,14534
65,30-04-2020,30-04-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,14726
66,01-05-2020,01-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,14867
67,02-05-2020,02-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,14951
68,03-05-2020,03-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,15021
69,04-05-2020,04-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,15141
70,05-05-2020,05-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,15199
71,06-05-2020,06-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,15256
72,07-05-2020,07-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,15450
73,08-05-2020,08-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,15809
74,09-05-2020,09-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,15854
75,10-05-2020,10-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,15952
76,11-05-2020,11-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16008
77,12-05-2020,12-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16053
78,13-05-2020,13-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16112
79,14-05-2020,14-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16166
80,15-05-2020,15-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16214
81,16-05-2020,16-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16282
82,17-05-2020,17-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16352
83,18-05-2020,18-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16396
84,19-05-2020,19-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16472
85,20-05-2020,20-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16488
86,21-05-2020,21-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16540
87,22-05-2020,22-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16596
88,23-05-2020,23-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16664
89,24-05-2020,24-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16678
90,25-05-2020,25-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16699
91,26-05-2020,26-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16697
92,27-05-2020,27-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16703
93,28-05-2020,28-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16718
94,29-05-2020,29-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16725
95,30-05-2020,30-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16739
96,31-05-2020,31-05-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16760
97,01-06-2020,01-06-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16760
98,02-06-2020,02-06-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16789
99,03-06-2020,03-06-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16804
100,04-06-2020,04-06-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16819
101,05-06-2020,05-06-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16834
102,06-06-2020,06-06-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16855
103,07-06-2020,07-06-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16909
104,08-06-2020,08-06-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16948
105,09-06-2020,09-06-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16967
106,10-06-2020,10-06-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,16988
107,11-06-2020,11-06-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,17007
108,12-06-2020,12-06-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,17024
109,13-06-2020,13-06-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,17066
110,14-06-2020,14-06-2020 00:00,confirmados_arsnorte,confirmados,All,,,arsnorte,,,17078
1,26-02-2020,26-02-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,0
2,27-02-2020,27-02-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,0
3,28-02-2020,28-02-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,0
4,29-02-2020,29-02-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,0
5,01-03-2020,01-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,0
6,02-03-2020,02-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,0
7,03-03-2020,03-03-2020 16:00,confirmados_arscentro,confirmados,All,,,arscentro,,,1
8,04-03-2020,04-03-2020 17:00,confirmados_arscentro,confirmados,All,,,arscentro,,,1
9,05-03-2020,05-03-2020 17:00,confirmados_arscentro,confirmados,All,,,arscentro,,,1
10,06-03-2020,06-03-2020 17:00,confirmados_arscentro,confirmados,All,,,arscentro,,,1
11,07-03-2020,07-03-2020 17:00,confirmados_arscentro,confirmados,All,,,arscentro,,,1
12,08-03-2020,08-03-2020 17:30,confirmados_arscentro,confirmados,All,,,arscentro,,,1
13,09-03-2020,09-03-2020 18:45,confirmados_arscentro,confirmados,All,,,arscentro,,,1
14,10-03-2020,10-03-2020 10:00,confirmados_arscentro,confirmados,All,,,arscentro,,,2
15,11-03-2020,11-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3
16,12-03-2020,12-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,5
17,13-03-2020,13-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,6
18,14-03-2020,14-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,8
19,15-03-2020,15-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,10
20,16-03-2020,16-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,31
21,17-03-2020,17-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,51
22,18-03-2020,18-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,74
23,19-03-2020,19-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,86
24,20-03-2020,20-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,106
25,21-03-2020,21-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,137
26,22-03-2020,22-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,180
27,23-03-2020,23-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,238
28,24-03-2020,24-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,293
29,25-03-2020,25-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,365
30,26-03-2020,26-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,435
31,27-03-2020,27-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,520
32,28-03-2020,28-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,647
33,29-03-2020,29-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,709
34,30-03-2020,30-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,784
35,31-03-2020,31-03-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,911
36,01-04-2020,01-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,1043
37,02-04-2020,02-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,1161
38,03-04-2020,03-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,1286
39,04-04-2020,04-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,1372
40,05-04-2020,05-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,1442
41,06-04-2020,06-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,1521
42,07-04-2020,07-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,1766
43,08-04-2020,08-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,1865
44,09-04-2020,09-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,1905
45,10-04-2020,10-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,2197
46,11-04-2020,11-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,2327
47,12-04-2020,12-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,2426
48,13-04-2020,13-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,2477
49,14-04-2020,14-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,2549
50,15-04-2020,15-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,2629
51,16-04-2020,16-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,2756
52,17-04-2020,17-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,2778
53,18-04-2020,18-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,2863
54,19-04-2020,19-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,2923
55,20-04-2020,20-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,2952
56,21-04-2020,21-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,2999
57,22-04-2020,22-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3053
58,23-04-2020,23-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3084
59,24-04-2020,24-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3116
60,25-04-2020,25-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3183
61,26-04-2020,26-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3232
62,27-04-2020,27-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3252
63,28-04-2020,28-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3289
64,29-04-2020,29-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3340
65,30-04-2020,30-04-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3389
66,01-05-2020,01-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3419
67,02-05-2020,02-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3426
68,03-05-2020,03-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3447
69,04-05-2020,04-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3478
70,05-05-2020,05-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3489
71,06-05-2020,06-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3505
72,07-05-2020,07-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3545
73,08-05-2020,08-05-2020 00:00,confirmados_arscentro,confirmados,All,,,arscentro,,,3564
